,1_1_1,1_1_2,1_2_1,1_2_2,1_3_1,1_3_2,1_4_1,1_4_2,1_5_1,1_5_2,1_6_1,1_6_2,1_7_1,1_7_2,1_8_1,1_8_2
MOT3_111_174,239,340,1952,155,0,54,0,673,0,443,1,0,2,0,0,0
MOT3_122_185,0,0,33,118,0,0,0,0,0,0,0,0,0,0,0,0
MOT3_133_196,83,404,139,0,0,0,1,0,0,0,0,3,0,0,0,0
MOT3_144_207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOT3_155_218,0,1,0,574,0,0,0,0,0,0,0,0,1,1,0,0
MOT3_166_229,0,0,0,0,1,0,61,0,1701,1528,155,214,2,0,0,1
MOT3_177_240,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOT3_188_251,1,42,0,1,383,1314,933,568,697,0,245,3,0,1,0,0
MOT3_199_262,0,0,0,0,0,0,0,0,1,1041,0,0,0,0,0,0
MOT3_210_273,0,508,483,250,12,54,269,287,62,0,0,0,0,2,1,0
MOT3_221_284,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOT3_232_295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOT3_243_306,0,0,0,0,0,0,0,0,601,1,0,0,0,0,0,0
MOT3_254_317,0,0,0,0,0,0,0,0,1,0,126,0,32,0,0,0
MOT3_265_328,11,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
MOT3_276_339,72,162,0,20,0,0,0,7,1,0,1,0,0,0,0,0
MOT3_287_350,0,0,0,0,105,0,554,0,0,405,0,0,0,0,0,0
MOT3_298_361,161,5,483,1133,0,453,0,1,114,261,1,0,0,0,0,0
MOT3_309_372,0,0,1,1,93,0,0,0,0,0,182,79,1,4449,0,2
MOT3_320_383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOT3_331_394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
MOT3_342_405,0,2,0,0,0,0,0,0,404,0,0,36,0,0,0,0
MOT3_353_416,0,0,3,0,1,1,1492,0,939,676,698,1472,2,1,5,2
MOT3_364_427,0,1,0,897,2,1168,1,1,1,0,267,950,1138,2,1,1
MOT3_375_438,1,0,1,0,1,0,0,1593,0,417,1,0,1,0,0,1
MOT3_386_449,335,99,0,0,0,0,0,0,0,8,0,0,1,0,0,0
MOT3_397_460,0,31,0,0,0,0,0,712,0,0,0,0,0,0,0,0
MOT3_408_471,0,0,92,522,54,0,0,52,879,140,0,0,0,0,0,0
MOT3_419_482,373,1164,36,1,77,0,0,1,0,1,0,1,1,0,0,1
MOT3_427_490,538,593,103,9,0,0,2,2,0,20,0,1,0,1,0,1
MSN1_1_64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSN1_12_75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSN1_23_86,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSN1_34_97,1,2,0,1,1,2,2,0,0,0,43,1,2758,131,1552,0
MSN1_45_108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSN1_56_119,1,0,26,1621,0,0,1,0,0,0,0,0,0,0,0,0
MSN1_67_130,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,0
MSN1_78_141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSN1_89_152,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0
MSN1_100_163,0,0,0,159,315,0,0,0,51,0,0,0,0,0,0,0
MSN1_111_174,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
MSN1_122_185,994,696,84,91,0,138,1,0,0,1,0,1,0,2,0,0
MSN1_133_196,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0
MSN1_144_207,79,1,0,1,305,584,0,399,0,1,0,0,0,1,0,0
MSN1_155_218,1103,0,0,2,242,0,1117,115,0,0,274,255,2,2,1,0
MSN1_166_229,0,0,177,1372,242,0,1,0,0,0,0,0,0,0,1,0
MSN1_177_240,0,544,729,209,77,21,0,314,0,1,0,0,0,0,0,1
MSN1_188_251,0,0,0,284,511,0,1,0,374,0,0,0,0,0,0,0
MSN1_199_262,0,1,0,0,1,0,57,1,508,1555,0,0,1,0,0,0
MSN1_210_273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSN1_221_284,216,0,109,309,222,2,0,1,0,1,0,0,0,0,0,0
MSN1_232_295,0,0,1,0,1,2,2,18,0,3326,0,1,416,0,0,1
MSN1_243_306,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
MSN1_254_317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSN1_265_328,0,0,0,0,60,14,0,0,0,0,0,0,1,0,0,0
MSN1_276_339,0,1,0,0,0,0,0,0,1026,1246,15,82,722,0,0,0
MSN1_287_350,0,0,0,0,0,0,0,0,1166,0,25,0,0,0,0,0
MSN1_298_361,0,0,0,0,0,0,1,0,1201,0,75,0,0,1637,2,0
MSN1_309_372,2,1,1,1,1,2,1,1,1,3,1110,2,2,3988,3119,1
MSN1_320_383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSN1_319_382,687,2,0,1,2,1,0,0,1,579,571,2815,0,435,104,2
MSN2_1_64,15,1,57,25,14,40,24,60,0,42,0,0,0,0,0,0
MSN2_12_75,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0
MSN2_23_86,1,0,0,0,2,648,0,0,0,0,1,1,0,0,0,0
MSN2_34_97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSN2_45_108,2,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0
MSN2_56_119,553,604,85,94,51,120,29,704,146,2,0,0,0,2,0,0
MSN2_67_130,1,1,3,0,0,1,0,0,0,0,0,0,0,2269,0,0
MSN2_78_141,0,0,1125,0,0,689,77,486,0,1,1,0,1,0,0,1
MSN2_89_152,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
MSN2_100_163,0,0,0,0,0,11,0,0,0,0,1,0,12,0,50,0
MSN2_111_174,28,6,32,619,269,486,29,256,426,36,10,11,1,0,0,0
MSN2_122_185,419,197,0,302,0,0,0,216,0,0,0,0,0,0,0,0
MSN2_133_196,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSN2_144_207,1152,479,209,296,1,0,0,0,0,0,0,0,0,0,3,3
MSN2_155_218,1,1,0,447,0,3,0,0,206,27,2,0,0,0,0,282
MSN2_166_229,45,4,558,28,1356,97,98,681,14,244,0,1,1,37,1,0
MSN2_177_240,0,0,0,1,0,474,1,63,0,0,26,1,996,0,1,1
MSN2_188_251,0,0,0,0,0,0,1,940,151,519,0,162,0,0,1,0
MSN2_199_262,0,0,1,0,73,0,0,266,1,0,0,0,0,498,0,0
MSN2_210_273,6,298,189,6,23,13,51,3,0,0,0,0,0,1,384,0
MSN2_221_284,490,22,76,300,17,119,0,1,1,3,0,0,0,0,1,1
MSN2_232_295,0,166,2,443,444,1,0,0,3,0,0,1,0,0,0,0
MSN2_243_306,15,0,60,47,716,2,1,0,0,73,1,0,0,0,0,1
MSN2_254_317,0,0,381,0,0,151,0,73,0,0,0,0,0,4,0,0
MSN2_265_328,0,2,0,3,0,7,0,0,0,207,0,0,25,0,1,0
MSN2_276_339,0,1,0,0,0,18,0,0,9,0,0,0,0,0,0,0
MSN2_287_350,83,0,34,38,34,509,0,0,0,0,0,0,0,0,0,0
MSN2_298_361,743,286,0,420,0,0,0,122,0,0,2,1,0,1,2,1
MSN2_309_372,0,0,0,2163,3,0,13,1,0,432,0,1,0,0,1,0
MSN2_320_383,0,0,0,6,0,0,0,0,1,20,0,8,0,0,0,0
MSN2_331_394,63,0,0,0,0,190,21,0,9,13,0,0,0,0,0,0
MSN2_342_405,25,1,1,0,1010,150,0,266,1,0,0,0,0,2,0,1
MSN2_353_416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSN2_364_427,0,0,0,0,0,0,1,0,941,0,0,0,1,1,0,0
MSN2_375_438,62,5,0,0,0,0,0,0,0,0,0,0,0,0,41,0
MSN2_386_449,0,2,1,0,3,69,806,0,10,0,0,11,3,0,1,0
MSN2_397_460,42,0,797,805,0,0,0,0,1,0,0,0,0,0,2,0
MSN2_408_471,123,53,0,427,0,0,0,0,0,0,0,0,1,1,0,0
MSN2_419_482,31,317,1034,500,0,87,0,217,0,2,0,0,0,1,1,0
MSN2_430_493,1,3,0,45,0,16,0,0,0,0,2,0,2,0,0,0
MSN2_441_504,24,286,343,524,241,705,22,366,23,16,5,0,0,1,1,3
MSN2_452_515,587,95,485,405,262,391,334,108,0,735,0,363,0,1,2,1
MSN2_463_526,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
MSN2_474_537,95,188,0,698,4,0,34,0,16,3,0,8,0,0,0,1
MSN2_485_548,11,88,141,191,38,558,24,208,2,172,5,42,2,1,0,0
MSN2_496_559,0,4,0,3,0,23,0,0,0,4,0,0,0,0,0,0
MSN2_507_570,0,0,0,5,0,9,179,366,3,817,0,11,125,31,0,0
MSN2_518_581,0,0,1,0,0,0,0,0,432,0,0,37,1,0,0,1
MSN2_529_592,106,181,189,3,92,0,54,0,199,0,0,21,902,223,0,0
MSN2_540_603,14,149,36,57,14,63,0,198,75,37,998,36,29,1542,0,1
MSN2_551_614,128,148,52,426,55,23,431,994,7,1228,0,1,0,0,34,0
MSN2_562_625,1,110,209,104,1,8,193,11,0,0,8,0,0,0,0,0
MSN2_573_636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSN2_584_647,0,0,0,0,0,0,0,6,0,0,5,29,0,0,0,0
MSN2_595_658,31,346,182,681,1,3,146,0,0,354,0,1,1,1,0,0
MSN2_606_669,0,4,0,0,0,3,0,0,62,0,0,5,0,0,0,0
MSN2_617_680,243,2,10,2,0,7,0,1,0,0,0,4,0,0,0,0
MSN2_628_691,0,35,0,774,1775,301,0,89,31,2,1,0,1,0,2,1
MSN2_639_702,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSN2_641_704,0,0,0,1,0,97,0,1,42,0,5,1,1,0,1,0
MSN4_1_64,192,413,124,0,0,1,268,201,0,0,0,1,0,0,0,0
MSN4_12_75,23,308,580,704,502,0,0,127,1,7,0,119,0,1,0,0
MSN4_23_86,0,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MSN4_34_97,1,0,562,1,44,0,1,1,126,2451,2,0,0,0,0,1
MSN4_45_108,328,2,648,2402,0,43,96,111,0,214,0,0,0,2,0,1
MSN4_56_119,0,0,0,484,0,0,282,0,0,0,0,0,0,0,0,0
MSN4_67_130,480,0,329,0,802,255,37,0,0,1,0,1,653,0,0,0
MSN4_78_141,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSN4_89_152,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0
MSN4_100_163,0,4,0,0,0,2,0,0,0,0,233,451,0,0,0,0
MSN4_111_174,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
MSN4_122_185,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
MSN4_133_196,0,0,0,1,158,265,212,452,0,0,0,0,0,0,0,0
MSN4_144_207,0,89,1872,542,1385,723,0,165,1,529,1,305,0,2,0,0
MSN4_155_218,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSN4_166_229,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MSN4_177_240,350,0,408,351,1405,494,0,46,0,0,1,1,1,0,1,0
MSN4_188_251,0,0,0,0,1,0,34,2,0,0,0,1,0,661,1,0
MSN4_199_262,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0
MSN4_210_273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSN4_221_284,0,0,0,0,0,610,0,1,1,14,190,102,0,0,0,0
MSN4_232_295,317,0,0,568,0,70,300,6,410,4,0,547,0,1,1,0
MSN4_243_306,1154,266,2,1375,563,67,87,151,0,1067,1,0,1,0,0,0
MSN4_254_317,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0
MSN4_265_328,0,0,0,1,0,1,548,1,0,144,0,0,0,0,0,0
MSN4_276_339,0,894,25,0,0,3,0,1,0,228,3,0,1,0,0,0
MSN4_287_350,0,1,400,201,280,0,38,0,0,0,0,0,0,0,0,0
MSN4_298_361,0,375,131,0,1,0,0,0,0,0,0,0,0,0,0,0
MSN4_309_372,0,0,0,0,1,0,0,745,0,0,0,0,0,0,0,0
MSN4_320_383,0,0,0,1,2,0,706,435,117,438,0,1,92,1,0,1
MSN4_331_394,0,0,941,1,430,2,0,357,147,705,1,1,0,0,1,0
MSN4_342_405,1,1,0,0,1,0,569,307,0,1137,3,0,0,0,0,0
MSN4_353_416,0,1,1,694,325,8,807,0,135,0,0,0,0,0,0,0
MSN4_364_427,0,141,0,92,0,0,0,0,0,0,0,0,0,0,0,0
MSN4_375_438,0,198,0,0,0,41,0,0,0,0,0,0,0,0,0,0
MSN4_386_449,0,0,2,0,0,1,468,1,0,886,456,0,0,2,1,0
MSN4_397_460,1,0,171,470,77,44,0,79,0,0,0,0,1,0,0,0
MSN4_408_471,0,0,0,317,0,0,0,0,214,153,224,1,0,1,0,0
MSN4_419_482,0,0,168,936,409,231,1,69,0,496,0,0,0,0,0,0
MSN4_430_493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSN4_441_504,0,67,0,0,1,0,0,75,659,11,0,280,1,0,0,1
MSN4_452_515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSN4_463_526,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0
MSN4_474_537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSN4_485_548,1,0,0,653,65,0,422,811,685,311,0,0,3,1,1,0
MSN4_496_559,1245,652,115,522,2,231,1,0,1,0,0,0,1,0,1,0
MSN4_507_570,0,0,0,0,212,0,0,1,3527,0,0,0,0,0,1,1
MSN4_518_581,0,0,593,0,0,0,1148,0,26,1,0,122,0,1,2,0
MSN4_529_592,3,1,164,423,0,1,1344,785,638,2040,129,203,2,0,3,0
MSN4_540_603,192,679,153,1378,299,869,429,0,2,0,1,2,1,0,2,0
MSN4_551_614,674,0,128,1,17,146,1266,2,0,591,0,27,0,0,1,2
MSN4_562_625,120,138,95,201,0,4,0,0,1,0,0,0,0,0,0,0
MSN4_567_630,269,371,50,26,2197,62,25,990,575,30,12,28,22,23,36,26
NDT80_1_64,290,229,0,0,0,17,0,0,0,1,0,0,0,0,0,0
NDT80_12_75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDT80_23_86,0,0,0,0,155,431,27,0,605,0,0,159,0,0,0,0
NDT80_34_97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDT80_45_108,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
NDT80_56_119,0,0,0,0,1,0,0,0,0,0,0,1,2,4127,0,2
NDT80_67_130,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0
NDT80_78_141,0,5,0,0,0,11,1,0,1,1,882,1,3,0,7442,3
NDT80_89_152,1,1,0,1,0,43,584,339,226,2712,127,0,225,2,2,2
NDT80_100_163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDT80_111_174,3,2,0,2,0,2,2,2,0,0,1802,206,2929,435,0,2
NDT80_122_185,0,0,1,0,0,9,0,352,0,0,0,0,0,0,0,0
NDT80_133_196,0,0,0,375,118,0,0,0,0,0,0,0,0,1,1,0
NDT80_144_207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDT80_155_218,0,1,0,0,0,181,173,0,779,1026,1,36,0,0,0,1
NDT80_166_229,1,1,0,0,1,5,0,0,0,1,595,1010,1629,2,2,860
NDT80_177_240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDT80_188_251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDT80_199_262,217,625,0,0,0,300,1,238,168,0,0,0,0,0,1,2
NDT80_210_273,96,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDT80_221_284,1,0,1,0,0,0,0,0,0,41,0,588,0,0,0,0
NDT80_232_295,0,0,0,3,0,92,0,0,0,0,0,0,0,0,0,0
NDT80_243_306,1,0,1,0,0,0,0,0,1,1704,1,414,0,0,203,0
NDT80_254_317,2,1,0,1,0,0,1,0,4,1,14,0,2,4472,1,9
NDT80_265_328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDT80_276_339,0,0,1,4,0,0,1,0,0,1,363,1,1,2398,0,1
NDT80_287_350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDT80_298_361,0,2,0,0,0,0,186,0,0,0,445,925,0,0,0,0
NDT80_309_372,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDT80_320_383,2,0,0,0,0,0,0,1,0,0,0,862,0,0,0,0
NDT80_331_394,0,2,1,270,933,1,131,0,1,0,0,0,0,1,0,0
NDT80_342_405,1,327,870,484,1387,1117,917,544,564,2565,51,133,1,3,0,1
NDT80_353_416,17,0,20,168,0,53,123,0,0,0,0,0,0,0,0,0
NDT80_364_427,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
NDT80_375_438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDT80_386_449,106,0,0,0,0,2335,0,0,1,0,2,0,2,0,1,0
NDT80_397_460,322,568,252,242,0,0,0,0,1,1,0,0,1,0,1,1
NDT80_408_471,0,0,0,0,0,0,0,4,281,0,0,0,0,0,1,0
NDT80_419_482,23,0,0,153,0,305,0,0,0,0,0,0,0,0,0,0
NDT80_430_493,0,0,942,1019,999,5,362,47,1109,373,0,1,2,3,0,0
NDT80_441_504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDT80_452_515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDT80_463_526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDT80_474_537,0,0,0,0,0,0,441,0,281,0,0,0,0,0,0,0
NDT80_485_548,0,1,0,1032,536,1008,1,33,1,0,1,0,1,0,1,0
NDT80_496_559,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,1
NDT80_507_570,0,27,0,0,34,0,0,0,0,0,0,0,0,0,0,0
NDT80_518_581,0,0,2,3,0,0,1169,2,0,0,0,0,2366,0,1,0
NDT80_529_592,1,0,110,0,0,0,0,0,0,0,93,0,0,0,0,0
NDT80_540_603,1,0,9,0,155,24,0,0,0,40,0,0,0,0,0,0
NDT80_551_614,1,0,2,0,156,612,0,0,159,0,0,1,0,0,0,0
NDT80_562_625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
NDT80_564_627,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0
NFI1_1_64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFI1_12_75,1,0,1,0,0,521,0,0,39,73,0,0,0,1,0,0
NFI1_23_86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFI1_34_97,1,83,0,0,1,0,1,0,2,1,1022,482,0,1299,3,2
NFI1_45_108,0,2,0,1,1,1,1,3,0,1,0,22,2,3626,1,297
NFI1_56_119,0,0,2,1,0,2,0,1,1094,2158,735,2,1025,13,2,1
NFI1_67_130,0,0,0,0,0,1,0,0,0,181,1,0,0,0,0,0
NFI1_78_141,0,0,518,438,2,0,37,1,662,1835,633,551,0,1,3,1
NFI1_89_152,0,0,345,3,0,1,439,0,0,1194,1,0,0,72,1,1
NFI1_100_163,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0
NFI1_111_174,0,1,1060,409,1,1,0,43,258,281,0,0,0,0,0,0
NFI1_122_185,0,16,579,0,2,3,804,189,0,2506,163,741,0,0,2,0
NFI1_133_196,0,0,0,1,0,1,530,0,3,1193,0,0,0,1,0,1
NFI1_144_207,290,3,2,3,4,8,6,2,83,7,1349,1,1156,2557,8688,4
NFI1_155_218,6,3,3,1,4,3,1,1,970,2,10,347,2848,7102,1,5
NFI1_166_229,1,0,0,0,0,0,0,0,0,181,0,371,0,1549,1,4
NFI1_177_240,0,407,172,1,942,0,185,266,196,0,0,0,0,3,1,0
NFI1_188_251,1,0,0,0,0,172,0,0,1,0,0,412,0,0,0,0
NFI1_199_262,0,0,0,1,3,1,2039,91,0,602,1661,1210,1,1,3,1
NFI1_210_273,0,0,16,1,0,0,0,0,136,1237,0,0,0,3,0,0
NFI1_221_284,2,11,1,2,0,10,373,0,4,4,430,228,245,2,8750,3
NFI1_232_295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFI1_243_306,0,0,0,1801,47,1,0,135,1,107,0,0,0,292,0,0
NFI1_254_317,0,0,0,1,0,0,12,0,1,307,0,0,721,825,0,0
NFI1_265_328,0,0,0,1,211,103,0,0,517,1037,77,774,0,0,1,1
NFI1_276_339,2,1,2,1,267,337,212,385,2,847,0,3,2,2,0,4204
NFI1_287_350,0,0,0,0,0,1,0,0,0,0,0,322,0,0,0,0
NFI1_298_361,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0
NFI1_309_372,0,0,1,0,0,0,0,0,1,1,0,296,0,132,0,1
NFI1_320_383,1,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0
NFI1_331_394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFI1_342_405,173,38,3,11,597,59,17,2,1273,5,205,17,608,1,44,7
NFI1_353_416,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0
NFI1_364_427,0,1,218,0,446,0,1014,0,0,1792,0,1,0,1,1,0
NFI1_375_438,0,0,562,5,0,0,0,1,0,0,0,0,0,0,0,0
NFI1_386_449,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0
NFI1_397_460,0,1,0,0,0,0,0,650,0,0,203,0,0,6,0,0
NFI1_408_471,0,0,0,79,0,0,0,0,47,0,0,0,0,0,0,0
NFI1_419_482,1,199,0,0,330,0,0,0,0,1,0,408,0,0,0,1
NFI1_430_493,0,382,647,3732,30,623,290,2,1,1,1,0,0,2,2,0
NFI1_441_504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFI1_452_515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFI1_463_526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFI1_474_537,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0
NFI1_485_548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFI1_496_559,0,0,2222,384,1,0,284,537,37,162,0,413,1,0,1,0
NFI1_507_570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFI1_518_581,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0
NFI1_529_592,49,0,0,0,8,20,0,0,0,0,0,0,0,0,0,0
NFI1_540_603,0,0,12,0,0,67,0,0,0,0,0,0,0,0,0,0
NFI1_551_614,0,0,0,0,0,0,0,0,0,382,0,0,0,0,0,0
NFI1_562_625,0,0,0,0,0,1081,0,0,0,684,0,402,0,0,0,0
NFI1_573_636,21,0,799,195,0,0,39,0,158,0,0,0,23,0,0,0
NFI1_584_647,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
NFI1_595_658,146,687,0,174,0,148,0,0,1,1,0,0,0,0,1,0
NFI1_606_669,246,0,0,412,594,0,218,260,739,1,0,0,0,0,0,3
NFI1_617_680,0,0,321,1,0,4,197,623,1,750,13,77,0,548,3,0
NFI1_628_691,1,5,0,0,0,1,0,772,1454,1,565,0,0,0,0,1
NFI1_639_702,1,0,247,0,0,422,0,0,1,390,0,417,0,0,0,0
NFI1_650_713,0,0,0,0,0,51,222,0,0,0,0,0,0,0,0,0
NFI1_661_724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFI1_663_726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHP6A_1_64,33,2471,179,982,77,1089,2,604,2,0,0,2,2,2,2,2
NHP6A_12_75,17,1011,0,308,0,0,2,1,0,0,0,0,0,0,3,0
NHP6A_23_86,3,0,4,11,5,13,2,0,4,2,1,2,3,1,8,3
NHP6A_30_93,2,149,107,508,1092,546,745,538,72,1,0,2,0,1,1,1
NHP6B_1_64,1,0,0,0,0,0,323,1098,38,0,0,2,2,3,0,1
NHP6B_12_75,221,226,0,0,516,1,0,0,0,0,0,0,0,0,0,1
NHP6B_23_86,0,3,1,1,0,50,1,0,3,0,0,3,2,1,15,1
NHP6B_34_97,0,0,0,0,0,0,0,0,0,0,0,885,0,220,0,0
NHP6B_36_99,0,0,1,74,0,0,235,0,105,0,0,0,0,1,0,0
NRG1_1_64,0,136,1,404,775,656,0,185,0,2,0,1,0,0,0,0
NRG1_12_75,1,0,0,0,0,0,0,0,1,2,0,0,0,1595,0,0
NRG1_23_86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRG1_34_97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRG1_45_108,1,0,2,0,0,524,0,1510,0,0,0,1,0,1,2,1
NRG1_56_119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRG1_67_130,0,0,0,0,0,303,0,0,0,0,0,1,0,0,0,0
NRG1_78_141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRG1_89_152,0,0,123,613,497,0,223,684,19,1003,0,0,1,1,1,1
NRG1_100_163,1,0,1950,6,0,604,478,389,3,104,1,0,50,2,2,0
NRG1_111_174,0,21,1051,479,27,1259,283,659,3,2,0,1,0,0,0,0
NRG1_122_185,462,355,1,265,1,320,0,1,1,527,0,0,0,0,1,0
NRG1_133_196,39,0,2,0,0,468,190,484,24,32,0,1,0,0,0,1
NRG1_144_207,0,0,670,0,0,0,0,2,0,0,0,0,0,0,1,0
NRG1_155_218,40,82,451,391,941,1,1,0,0,0,1,0,0,0,1,0
NRG1_166_229,0,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0
NRG1_168_231,3,5,2686,2389,373,35,586,2,7,1913,7,14,416,193,11,6
NRG2_1_64,0,0,1,3,106,1,3,1655,1702,306,491,302,0,0,2,2
NRG2_12_75,1,4,2,4,1953,169,1016,3,1008,2533,1364,1,2,1,2,4
NRG2_23_86,0,1,0,0,0,0,1,0,0,1740,0,195,0,1,0,0
NRG2_34_97,731,2,839,1104,533,0,3,0,1,0,2,0,1,0,1,1
NRG2_45_108,0,522,1252,489,569,0,954,220,0,2,0,1,0,2,1,2
NRG2_56_119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRG2_67_130,97,189,2,2031,486,955,463,0,831,0,1,0,0,0,1,1
NRG2_78_141,0,1,416,266,0,128,395,1496,38,0,0,90,0,0,0,0
NRG2_89_152,762,711,0,0,252,1,87,0,116,1,0,2,2,0,0,0
NRG2_100_163,0,0,1537,24,2,0,0,0,237,0,0,0,0,0,0,1
NRG2_111_174,0,388,48,2,165,135,1,398,0,3,1,0,0,0,0,0
NRG2_122_185,0,0,0,0,0,0,0,45,0,0,0,0,0,0,1,0
NRG2_133_196,717,214,217,0,0,0,481,0,121,0,318,1,0,1,1,1
NRG2_144_207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRG2_155_218,0,0,0,0,0,0,0,0,0,0,0,481,0,38,0,0
NRG2_157_220,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0
NSI1_1_64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI1_12_75,0,0,0,0,0,0,316,0,1,0,0,0,0,0,0,0
NSI1_23_86,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0
NSI1_34_97,456,8,635,1269,377,672,0,1,1,1,1,1,2,3,2,1
