,1_1_1,1_1_2,1_1_3,1_2_1,1_2_2,1_2_3,1_3_1,1_3_2,1_3_3,1_4_1,1_4_2,1_4_3,1_5_1,1_5_2,1_5_3,1_6_1,1_6_2,1_6_3,1_7_1,1_7_2,1_7_3,1_8_1,1_8_2,1_8_3
NDT80_67_130,0,0,0,0,0,0,674,612,1,30,0,0,0,1097,776,0,364,625,0,0,0,0,0,0
NDT80_78_141,0,0,0,0,0,145,0,0,0,0,0,330,0,0,164,0,0,0,0,0,1469,0,0,0
NDT80_89_152,0,0,114,0,88,195,366,183,631,84,15,1,526,260,186,0,408,2,0,0,0,0,0,0
NDT80_100_163,0,0,210,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0
NDT80_111_174,0,17,0,1,0,1,0,0,1,2,0,0,2,346,14,2421,1508,866,2962,162,5343,6,1,2233
NDT80_122_185,0,0,0,0,0,95,0,149,0,0,0,276,0,0,2,0,0,1321,430,0,249,0,0,0
NDT80_133_196,0,160,0,0,18,0,306,202,0,0,130,329,317,310,0,488,956,1063,0,39,0,0,0,0
NDT80_144_207,0,0,1,0,0,0,0,0,0,18,0,0,102,2791,1,280,0,0,214,0,670,1,0,0
NDT80_155_218,0,0,0,0,0,1557,269,175,0,0,0,310,135,244,0,0,67,51,0,0,0,1,0,0
NDT80_166_229,0,0,0,401,0,0,788,0,495,41,553,194,162,260,1837,922,306,146,1265,482,1648,0,0,0
NDT80_177_240,0,0,0,0,0,0,0,0,0,0,0,0,0,223,505,0,0,106,0,0,0,0,0,0
NDT80_188_251,0,0,0,0,0,0,443,0,0,87,0,0,1,0,46,1,0,1427,0,0,0,0,0,0
NDT80_199_262,287,0,0,489,158,710,370,390,662,32,444,355,80,1,0,45,1,2,0,100,730,1,0,0
NDT80_210_273,61,13,0,0,0,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NDT80_221_284,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0
NDT80_232_295,0,0,0,0,0,1,0,0,0,0,0,0,39,1271,0,0,0,0,0,1,0,0,0,0
NDT80_243_306,0,0,0,1,0,0,0,0,0,0,0,0,0,152,1,421,0,1,0,0,1108,0,0,50
NDT80_254_317,2,0,0,1,0,0,128,0,1,34,199,1,187,783,366,1894,1913,2838,466,1062,1676,0,0,1
NDT80_265_328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1357,0,1532,0,0
NDT80_276_339,53,0,0,0,1,1,1,0,0,0,942,228,183,862,0,1,44,404,93,0,1208,0,0,0
NDT80_287_350,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,145,0,0,0,0,0,0,0
NDT80_298_361,0,0,0,1,2,0,0,0,0,0,0,451,0,817,0,130,0,982,105,0,0,367,0,0
NDT80_309_372,145,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDT80_320_383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0
NDT80_331_394,13,0,0,1628,0,208,0,0,414,12,100,486,30,213,684,166,0,1,0,0,0,0,0,0
NDT80_342_405,399,22,412,1,186,477,250,51,548,33,0,475,114,418,1084,0,0,202,1,0,0,1,0,0
NDT80_353_416,215,95,702,244,104,2,0,0,0,1,0,0,0,0,0,0,0,0,45,0,0,0,0,0
NDT80_364_427,0,0,0,0,0,0,0,0,0,0,0,0,0,1175,0,0,0,0,1,0,0,0,0,0
NDT80_375_438,0,0,0,0,0,0,264,1,0,20,0,209,0,0,149,171,0,1,0,0,0,0,0,0
NDT80_386_449,0,0,0,0,0,337,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NDT80_397_460,799,201,627,233,181,570,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NDT80_408_471,0,0,0,0,1,0,338,0,179,0,0,504,0,0,22,0,1,0,0,0,1143,0,1,0
NDT80_419_482,540,90,1019,124,161,320,0,124,112,8,184,0,234,333,0,127,0,0,0,0,0,0,0,0
NDT80_430_493,0,0,0,67,20,5,293,10,159,57,24,518,0,0,0,0,0,0,0,0,0,0,0,0
NDT80_441_504,15,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDT80_452_515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDT80_463_526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDT80_474_537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDT80_485_548,68,0,0,676,399,740,193,50,103,26,740,684,0,224,0,22,0,3,0,2,0,0,0,0
NDT80_496_559,0,0,0,0,0,0,0,0,0,0,0,441,0,0,0,0,0,310,0,0,0,0,0,0
NDT80_507_570,15,46,0,5,39,0,0,0,0,2,0,0,0,0,0,53,0,0,0,0,0,0,0,0
NDT80_518_581,45,0,0,41,25,0,51,211,0,0,0,0,0,0,244,474,0,1,350,83,9,1689,133,0
NDT80_529_592,0,0,0,0,0,0,0,0,0,14,0,159,0,42,433,499,181,1038,0,0,947,0,864,28
NDT80_540_603,44,0,0,177,0,0,0,0,0,0,0,329,0,0,0,0,383,0,57,0,0,0,0,0
NDT80_551_614,105,30,0,166,214,273,0,138,649,0,7,36,0,0,0,0,0,0,0,0,0,0,0,0
NDT80_562_625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDT80_564_627,0,0,0,566,0,0,380,0,2,0,242,2370,0,0,605,238,0,1080,0,267,0,0,0,0
NFI1_1_64,38,0,0,0,0,0,0,0,0,32,164,0,0,0,0,0,190,0,0,0,0,0,0,0
NFI1_12_75,0,0,0,0,0,251,0,0,0,0,0,304,0,0,194,195,180,274,0,0,0,0,0,0
NFI1_23_86,0,0,0,0,69,0,0,0,0,0,0,0,0,0,480,10,0,0,0,0,0,0,0,0
NFI1_34_97,0,0,1,208,10,1,203,0,0,190,388,1202,415,1498,1140,661,1525,1327,773,787,3832,0,1,1
NFI1_45_108,0,0,1,0,0,2,0,0,0,1,1,754,189,100,545,194,1874,0,732,2529,4983,6628,1,1
NFI1_56_119,0,0,0,209,1,361,260,250,132,0,306,360,416,1029,105,249,270,2306,0,0,0,0,0,0
NFI1_67_130,0,0,770,0,0,0,0,0,0,0,0,94,69,451,199,0,0,0,0,0,0,0,0,0
NFI1_78_141,49,0,425,610,0,459,359,13,68,67,90,73,203,650,590,468,147,554,0,0,0,0,0,1
NFI1_89_152,0,0,0,0,0,1077,559,0,674,1,77,383,286,151,1558,151,0,1,0,0,719,0,0,1
NFI1_100_163,26,47,0,52,0,10,145,0,66,90,0,0,10,425,412,412,1390,1,1278,197,0,0,1,3370
NFI1_111_174,43,11,0,297,61,457,140,338,249,50,882,287,134,227,389,0,0,0,0,1,0,0,0,0
NFI1_122_185,1,0,0,295,0,1310,470,41,290,17,57,320,207,270,954,0,0,976,0,0,1,0,0,0
NFI1_133_196,0,0,0,0,0,0,237,0,0,0,12,0,241,66,0,0,0,1,0,0,0,0,0,0
NFI1_144_207,0,0,0,1,0,0,0,337,73,26,0,940,644,257,722,542,1801,2724,679,121,2345,524,0,460
NFI1_155_218,1,7,0,0,0,3,0,0,1,12,0,0,72,1,1460,1487,660,1388,3008,980,4947,4756,1,1
NFI1_166_229,0,0,0,0,0,0,130,0,0,141,0,0,0,143,293,0,368,0,0,0,0,0,0,1
NFI1_177_240,311,0,28,860,0,0,32,168,291,30,0,47,0,0,236,0,20,0,0,0,1,0,0,0
NFI1_188_251,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,332,0,945,0,0,1029,0,0
NFI1_199_262,0,0,845,1,299,625,285,0,0,223,452,416,614,994,734,1835,458,918,0,0,3513,1,0,611
NFI1_210_273,364,28,0,83,298,1290,1256,75,237,62,538,72,7,197,0,1,0,3,1,0,0,0,0,0
NFI1_221_284,1,0,0,1,89,0,0,0,1,0,0,134,0,0,0,1822,0,1290,39,3422,358,1536,0,2
NFI1_232_295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0
NFI1_243_306,0,11,1,153,0,54,267,646,0,19,183,56,181,168,507,0,953,475,0,0,0,0,0,0
NFI1_254_317,2,0,0,150,111,0,0,0,0,98,166,405,467,71,940,3,5,615,0,808,0,1,0,1
NFI1_265_328,0,0,0,0,0,6,0,0,248,55,307,327,260,0,304,1061,629,598,425,0,0,0,0,0
NFI1_276_339,8,0,0,0,22,183,4,390,495,93,136,338,586,541,309,0,836,84,0,94,0,0,0,0
NFI1_287_350,0,0,0,0,39,1,0,0,0,0,0,0,0,272,0,126,0,626,1887,211,1636,2833,0,0
NFI1_298_361,0,0,0,0,0,0,0,0,224,0,0,0,0,733,94,786,0,397,0,0,0,126,0,0
NFI1_309_372,1,45,0,0,27,0,0,0,0,0,728,969,202,0,0,8,0,0,16,0,1087,2921,0,0
NFI1_320_383,1,0,0,0,0,0,0,0,0,0,460,0,0,352,3,0,0,0,0,0,0,0,0,0
NFI1_331_394,0,23,0,0,0,0,0,0,0,0,40,0,73,0,0,0,0,0,0,0,0,0,0,0
NFI1_342_405,333,199,208,410,150,1147,586,491,1072,129,201,441,11,189,450,0,103,1,0,0,0,9,0,0
NFI1_353_416,374,0,0,0,0,0,0,0,0,0,161,0,0,12,0,0,0,0,0,0,0,0,0,0
NFI1_364_427,101,0,650,566,3,56,370,258,462,19,196,1334,107,267,141,0,0,1,0,0,0,0,0,0
NFI1_375_438,71,2,0,0,0,0,0,136,0,0,0,0,30,0,0,38,0,0,0,0,0,0,0,0
NFI1_386_449,0,0,0,0,0,0,1,0,279,60,0,1063,0,0,0,0,0,0,0,0,0,0,0,1
NFI1_397_460,0,0,0,0,0,0,0,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NFI1_408_471,0,1,0,313,0,0,0,0,13,0,0,0,36,37,1,0,0,0,415,0,0,1,0,0
NFI1_419_482,0,48,0,399,477,0,168,0,18,0,49,136,3,0,0,0,0,0,0,0,0,0,0,0
NFI1_430_493,577,202,781,859,152,658,228,0,51,53,261,10,0,0,0,0,0,0,0,0,0,0,0,0
NFI1_441_504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0
NFI1_452_515,1,0,0,1,0,0,0,0,0,26,230,0,40,0,266,237,0,0,0,0,0,0,0,0
NFI1_463_526,0,0,0,255,80,0,0,0,238,0,0,0,0,128,0,14,0,110,0,0,0,0,0,0
NFI1_474_537,0,0,582,0,101,159,0,70,0,7,51,154,9,461,0,0,0,0,0,0,0,0,0,0
NFI1_485_548,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFI1_496_559,0,26,0,0,0,0,0,191,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
NFI1_507_570,183,13,0,78,70,20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFI1_518_581,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFI1_529_592,0,25,0,77,18,11,51,45,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFI1_540_603,191,0,207,149,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFI1_551_614,0,0,0,0,55,0,151,49,0,0,0,0,29,0,350,0,0,302,0,0,0,0,0,0
NFI1_562_625,0,0,51,709,0,35,0,0,0,16,1,1,121,105,686,535,54,0,0,0,0,0,0,0
NFI1_573_636,2,0,793,1023,62,572,380,69,626,116,189,1448,1000,43,920,299,73,0,0,1916,0,1,6077,0
NFI1_584_647,0,0,0,0,0,0,0,0,0,0,0,235,21,1074,850,548,0,927,0,1,0,1,0,0
NFI1_595_658,216,74,941,333,350,234,237,34,0,0,0,2,0,0,0,0,0,229,0,0,0,0,0,0
NFI1_606_669,536,103,696,192,438,693,374,226,276,92,399,0,0,0,0,0,0,0,0,0,0,0,0,0
NFI1_617_680,0,57,1,0,110,0,686,657,509,70,5,0,127,0,392,0,621,389,0,0,0,0,0,0
NFI1_628_691,0,0,0,284,0,0,0,0,0,7,0,0,1,0,1,0,219,0,0,0,0,0,0,0
NFI1_639_702,0,0,0,194,44,0,0,103,1,86,347,90,0,0,106,0,0,386,0,0,0,0,0,0
NFI1_650_713,0,0,0,34,0,0,0,0,233,0,0,0,0,158,0,0,1506,0,0,0,0,0,0,0
NFI1_661_724,0,0,0,0,0,0,0,328,0,38,0,0,1,0,194,0,0,1542,0,0,0,0,0,0
NFI1_663_726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHP6A_1_64,689,279,0,340,159,770,383,234,10,0,39,0,31,0,179,591,312,0,0,0,0,0,0,1
NHP6A_12_75,1771,107,523,235,323,234,22,0,57,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
NHP6A_23_86,1,1,0,0,0,0,816,356,0,66,105,0,1,271,0,1,0,1,0,0,1,0,0,0
NHP6A_30_93,180,88,849,1230,106,791,415,15,38,35,157,0,1,0,0,0,0,0,0,0,0,1,0,0
NHP6B_1_64,0,0,0,713,0,0,1319,232,103,133,522,0,49,0,0,190,198,4,1,0,1,0,0,0
NHP6B_12_75,153,51,744,75,45,184,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHP6B_23_86,2,0,0,3,9,0,1,1,0,3,0,0,2,0,0,4,2,0,1,2,1,0,0,0
NHP6B_34_97,0,141,0,0,0,0,0,103,0,26,74,0,137,0,751,502,328,410,253,0,0,0,0,0
NHP6B_36_99,0,2,0,0,2,0,0,0,0,71,111,2,125,0,0,0,479,0,289,486,59,0,0,0
NRG1_1_64,20,54,291,384,66,872,0,88,13,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0
NRG1_12_75,0,21,0,0,0,0,160,0,0,0,0,12,0,0,1550,0,0,1336,0,0,0,0,0,0
NRG1_23_86,0,0,0,0,0,0,0,550,0,70,0,3,0,0,1304,0,0,0,0,0,0,0,0,0
NRG1_34_97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0
NRG1_45_108,0,0,0,0,0,2,0,65,0,0,0,108,263,228,276,0,0,0,421,1064,665,0,0,0
NRG1_56_119,0,0,0,42,56,0,383,0,187,0,0,2,0,0,0,138,9,1,0,0,0,0,0,0
NRG1_67_130,580,15,0,109,0,185,0,0,34,21,0,0,0,0,0,0,0,2,0,0,1,0,0,0
NRG1_78_141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRG1_89_152,47,27,558,412,13,1056,312,145,57,2,0,221,0,0,0,0,0,1,0,0,0,0,0,0
NRG1_100_163,0,72,0,0,0,371,1111,150,3,24,477,740,167,1246,76,108,0,108,3,0,0,0,0,0
NRG1_111_174,469,15,187,2247,0,553,426,459,1153,68,567,1031,62,21,2187,1,0,2,0,0,0,1,0,1
NRG1_122_185,501,5,145,216,45,460,99,0,619,96,211,636,0,0,0,0,0,1,1,0,0,0,0,0
NRG1_133_196,1111,0,0,432,65,772,555,97,391,106,238,931,88,434,210,1,0,1,0,0,0,0,0,1
NRG1_144_207,0,0,0,247,0,372,11,216,103,15,124,0,0,0,0,0,0,0,0,0,0,0,0,0
NRG1_155_218,630,37,2297,268,13,505,0,0,86,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
NRG1_166_229,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,818,0,0,0
NRG1_168_231,216,0,0,4,23,1265,8,107,0,114,497,469,17,405,169,158,474,0,12,2,0,1,0,0
NRG2_1_64,0,0,0,81,0,0,382,0,277,122,260,13,171,492,344,228,0,1,0,0,0,0,0,0
NRG2_12_75,0,0,0,115,0,611,1819,464,477,8,891,539,572,0,3057,0,224,6,2045,0,0,0,0,0
NRG2_23_86,0,0,0,0,55,0,192,1,209,50,430,323,367,241,0,126,127,664,0,0,0,0,0,0
NRG2_34_97,1,0,0,1004,99,240,331,400,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRG2_45_108,283,1,274,729,270,171,600,0,863,65,0,902,0,1,47,1,0,167,1,0,0,0,0,0
NRG2_56_119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
NRG2_67_130,114,0,356,648,5,106,0,298,29,158,0,0,589,354,0,0,0,0,0,0,0,0,0,0
NRG2_78_141,0,2,0,158,70,140,0,0,0,0,0,407,32,0,0,0,0,0,0,0,0,0,0,0
NRG2_89_152,1511,97,3,217,549,174,314,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRG2_100_163,226,52,0,68,56,0,306,177,481,48,6,0,33,0,0,201,0,0,0,0,0,1,0,0
NRG2_111_174,634,180,1052,651,115,498,80,416,349,32,87,0,1,1,0,0,0,0,0,0,1,0,0,0
NRG2_122_185,82,19,1,972,154,574,61,206,205,4,17,0,60,1,2,2,0,0,0,0,0,0,1,0
NRG2_133_196,112,159,409,204,51,655,203,22,0,0,84,329,0,0,0,0,0,1,1,0,0,0,0,0
NRG2_144_207,0,0,0,0,0,0,0,0,0,14,0,0,0,1,552,0,1,188,0,0,0,0,0,0
NRG2_155_218,0,0,0,0,0,0,494,0,0,0,0,0,0,0,0,63,107,281,100,0,0,0,0,0
NRG2_157_220,1,0,0,0,0,0,151,0,1,0,0,0,60,1094,475,344,0,1223,1684,0,124,0,0,0
NSI1_1_64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI1_12_75,173,16,0,283,3,558,313,8,34,0,0,625,0,0,41,0,0,0,0,0,0,0,0,0
NSI1_23_86,0,0,0,401,338,0,240,0,411,46,0,218,0,357,0,135,209,0,0,0,0,0,0,0
NSI1_34_97,1077,67,1679,946,261,570,444,233,30,3,2,139,0,0,0,0,0,3,0,0,0,1,0,0
NSI1_45_108,151,75,223,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI1_56_119,187,24,96,64,59,0,29,154,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
NSI1_67_130,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,972,0,0,0,0,0,0
NSI1_78_141,262,117,974,120,581,12,1038,113,174,7,3,438,0,0,0,0,101,5,0,0,0,0,0,0
NSI1_89_152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI1_100_163,408,40,1041,0,27,0,429,0,0,0,112,0,0,0,0,161,0,3,0,0,0,0,0,0
NSI1_111_174,2,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI1_122_185,0,5,229,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI1_133_196,119,123,434,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NSI1_144_207,0,0,0,0,0,0,232,0,0,0,0,0,0,1618,0,965,0,0,0,0,0,0,0,0
NSI1_155_218,0,41,0,301,116,301,0,87,3,0,0,197,10,0,11,0,97,0,0,0,0,0,0,1
NSI1_166_229,95,0,0,0,0,0,0,407,0,0,0,308,1,0,0,23,0,0,0,0,0,0,0,0
NSI1_177_240,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI1_188_251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI1_199_262,0,6,1,0,0,179,541,0,79,0,0,252,0,0,599,0,0,491,44,0,0,0,0,0
NSI1_210_273,1,0,406,0,0,16,310,0,1,0,0,434,0,0,42,0,0,1393,0,0,0,0,0,0
NSI1_221_284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI1_232_295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI1_243_306,1,0,0,0,0,0,153,0,785,0,4,258,66,217,594,581,542,283,0,0,575,0,0,0
NSI1_254_317,130,0,0,254,0,169,74,0,0,0,307,0,79,0,576,191,0,214,0,0,0,0,0,0
NSI1_265_328,83,0,0,353,0,318,371,91,1,158,199,0,77,635,1010,0,319,2,1,0,1,0,0,0
NSI1_276_339,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0
NSI1_287_350,28,0,0,0,0,0,149,0,0,43,0,0,0,66,0,0,7,0,0,0,0,0,0,0
NSI1_298_361,0,0,0,0,0,0,278,0,288,17,94,505,228,313,820,0,0,656,1,0,0,1,0,1
NSI1_309_372,0,0,0,0,0,0,0,0,0,59,0,0,29,758,0,19,0,1,0,0,0,0,0,0
NSI1_320_383,0,0,0,0,18,84,0,0,12,0,1,0,25,71,0,72,1975,153,3888,3360,315,1002,0,0
NSI1_331_394,229,0,182,396,0,0,0,231,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NSI1_342_405,76,0,0,1,0,0,0,100,0,0,10,88,0,292,270,0,0,0,0,0,0,0,0,0
NSI1_353_416,0,0,0,0,0,0,606,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
NSI1_364_427,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49,0,359,0,0,0,0,0,0
NSI1_375_438,0,0,0,0,0,0,126,0,1,10,0,291,0,0,528,0,0,0,0,0,0,0,0,0
NSI1_386_449,125,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
NSI1_397_460,175,19,0,0,0,0,34,0,106,0,247,215,14,163,64,0,1,396,0,0,0,0,0,0
NSI1_408_471,105,22,33,314,97,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI1_419_482,105,0,7,135,89,943,102,178,0,38,52,1,0,89,0,0,0,0,0,0,0,0,0,0
NSI1_430_493,0,0,0,0,0,0,0,0,110,19,0,0,396,375,0,108,190,0,108,0,10,403,0,0
NSI1_441_504,15,25,0,116,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI1_452_515,376,10,40,205,0,535,220,80,9,0,104,408,0,0,0,0,0,0,0,0,0,0,0,0
NSI1_463_526,1,2,1,1,0,0,0,0,0,188,29,1805,862,2397,0,1283,2436,2640,5736,494,0,1,0,0
NSI1_474_537,0,0,487,171,79,733,251,117,15,37,358,0,286,293,1658,1,198,313,1,0,0,0,0,0
NSI1_485_548,0,1,0,0,1,0,2,0,1,142,628,1,493,3082,49,2961,3502,3486,6373,5111,3396,16373,3949,2
NSI1_496_559,0,50,0,161,121,28,1661,80,528,90,528,313,139,1535,0,21,220,4,0,0,0,0,1,0
NSI1_507_570,0,0,25,519,53,467,712,363,319,59,859,536,384,1634,617,527,371,2060,0,0,1,1120,0,1
NSI1_157_220,2,0,33,492,55,587,608,364,347,63,924,498,385,1459,514,457,319,1899,0,0,0,1092,0,0
OTU1_1_64,0,0,59,0,98,859,104,0,84,0,6,0,0,50,0,0,0,503,0,0,0,0,0,0
OTU1_12_75,0,0,0,0,0,690,285,0,59,0,0,608,0,400,1,80,192,1087,1381,0,0,0,0,1
OTU1_23_86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,2,0,0,0,0
OTU1_34_97,1778,47,341,322,110,1171,592,107,412,12,139,125,2,0,161,0,0,1,0,0,0,0,0,1
OTU1_45_108,1164,201,1155,120,18,192,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU1_56_119,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,0,0,0
OTU1_67_130,194,3,393,346,186,473,675,91,132,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0
OTU1_78_141,301,50,72,157,35,829,105,10,120,0,1,553,0,0,0,0,0,1,0,0,0,0,0,0
OTU1_89_152,274,1,50,0,139,0,626,297,87,50,490,501,325,0,895,0,1473,102,56,0,263,50,0,0
OTU1_100_163,0,0,0,195,0,382,37,137,49,0,413,0,0,161,1,886,953,609,0,0,0,0,0,0
OTU1_111_174,0,0,0,0,0,0,0,1,1,0,415,357,573,6,0,438,812,280,2980,3014,0,161,0,1
OTU1_122_185,0,0,0,1,0,0,0,0,39,57,0,879,123,0,468,480,178,1016,0,570,0,2703,0,303
OTU1_133_196,0,0,41,431,1,2,0,0,0,114,0,49,266,735,1,1420,65,87,2596,12224,412,0,46,1389
OTU1_144_207,0,0,0,2,0,1,0,0,1,0,0,0,0,393,1,1074,0,0,681,817,3928,600,1,874
OTU1_155_218,0,11,93,2,1,133,249,3,2,3,3,2569,2,56,2,3078,962,9,3374,7164,16763,35113,15580,18506
OTU1_166_229,0,0,0,0,1,0,1,17,208,0,0,0,0,1,1,0,984,1641,90,0,0,38,8726,0
OTU1_177_240,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219,0,0,0,0,0,0,0
OTU1_188_251,0,0,0,0,0,0,35,0,150,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0
OTU1_199_262,0,0,5,1,0,0,0,0,0,0,0,569,54,120,782,0,0,253,0,418,165,0,0,0
OTU1_210_273,1,0,1,63,0,778,726,290,232,117,703,1778,1738,108,1078,232,1574,3794,1180,875,1181,1,1351,1
OTU1_221_284,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,573,0,462,0,0,0,0,0
OTU1_232_295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1_238_301,0,1,0,0,1,0,2,6,0,0,5,0,103,0,0,0,570,427,1,1,0,0,0,0
PDC2_1_64,166,0,0,24,0,0,0,0,0,1,0,294,0,0,0,0,0,0,0,0,0,0,0,0
PDC2_12_75,126,0,0,0,0,0,197,19,1,71,764,0,204,635,0,0,217,1198,0,0,1215,1,0,249
PDC2_23_86,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,710,0,0,1524,0,0,0
PDC2_34_97,0,0,0,728,58,0,651,0,75,75,683,733,81,1334,0,444,365,1,0,0,0,0,0,0
PDC2_45_108,0,0,0,0,0,0,87,0,0,51,40,299,140,1,100,0,0,175,0,0,0,0,0,0
PDC2_56_119,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1280,0,0
PDC2_67_130,12,1,0,0,0,0,0,0,0,92,0,593,0,239,2,91,0,3455,0,0,0,0,0,0
PDC2_78_141,123,0,84,89,1,364,8,0,6,22,0,295,409,1435,322,996,1209,3651,3443,1633,1283,1817,1,1210
PDC2_89_152,0,0,0,0,9,0,663,0,0,190,211,359,221,1307,513,98,426,2,0,1,263,21,0,0
PDC2_100_163,0,0,0,0,0,0,1032,179,0,49,8,0,142,129,0,1368,488,3,160,0,4649,50,0,0
PDC2_111_174,0,0,0,0,0,0,0,0,0,0,0,0,0,556,952,0,0,0,0,0,0,1,0,0
PDC2_122_185,187,45,61,0,34,355,90,52,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
PDC2_133_196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDC2_144_207,0,0,0,0,0,0,0,0,0,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0
PDC2_155_218,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1161,105,0,0,0,0,0,0,0,0
PDC2_166_229,0,0,98,0,0,0,0,0,0,0,0,0,0,9,0,0,0,98,0,0,0,0,0,0
PDC2_177_240,2,0,0,669,119,681,402,529,166,62,0,749,449,957,453,118,835,3,0,0,0,0,0,0
